rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay,delay_range
524243,307695,mobile,ended,-949.0,,,On time,On time
566644,406784,mobile,ended,-949.0,,,On time,On time
554693,402936,mobile,ended,-943.0,,,On time,On time
528109,319866,connect,ended,-942.0,,,On time,On time
557459,379751,connect,ended,-939.0,,,On time,On time
565738,289798,mobile,ended,-934.0,,,On time,On time
566173,405923,mobile,ended,-933.0,,,On time,On time
563825,384688,connect,ended,-932.0,,,On time,On time
560690,248889,connect,ended,-932.0,,,On time,On time
564488,395439,mobile,ended,-929.0,,,On time,On time
557253,394768,mobile,ended,-926.0,,,On time,On time
545136,285241,connect,ended,-923.0,,,On time,On time
545600,334190,connect,ended,-922.0,,,On time,On time
566388,310571,mobile,ended,-921.0,,,On time,On time
571025,381754,mobile,ended,-920.0,,,On time,On time
555458,351168,mobile,ended,-919.0,,,On time,On time
538954,362339,connect,ended,-914.0,,,On time,On time
555424,190291,connect,ended,-911.0,,,On time,On time
550162,338335,mobile,ended,-903.0,,,On time,On time
551000,387982,mobile,ended,-900.0,,,On time,On time
560638,361789,mobile,ended,-892.0,,,On time,On time
527165,298466,mobile,ended,-892.0,,,On time,On time
569828,408744,connect,ended,-890.0,,,On time,On time
536776,329924,mobile,ended,-889.0,,,On time,On time
534086,307819,mobile,ended,-885.0,,,On time,On time
540617,389785,connect,ended,-884.0,,,On time,On time
556261,407033,mobile,ended,-883.0,,,On time,On time
553244,275364,connect,ended,-880.0,,,On time,On time
572521,347208,connect,ended,-875.0,571139.0,180.0,On time,On time
538875,334190,connect,ended,-875.0,543805.0,0.0,On time,On time
567713,349773,mobile,ended,-871.0,,,On time,On time
548295,378522,mobile,ended,-870.0,,,On time,On time
553525,404460,mobile,ended,-869.0,552490.0,30.0,On time,On time
516737,288953,mobile,ended,-868.0,517435.0,30.0,On time,On time
560696,399528,connect,ended,-865.0,526657.0,600.0,On time,On time
569502,363761,mobile,ended,-863.0,,,On time,On time
538269,393723,connect,ended,-855.0,,,On time,On time
535599,404434,mobile,ended,-853.0,,,On time,On time
545255,190060,mobile,ended,-853.0,,,On time,On time
535880,377004,mobile,ended,-853.0,549968.0,30.0,On time,On time
550396,306446,mobile,ended,-852.0,,,On time,On time
548969,312348,mobile,ended,-850.0,,,On time,On time
545859,363761,mobile,ended,-848.0,,,On time,On time
551906,349605,connect,ended,-848.0,,,On time,On time
572300,304271,mobile,ended,-845.0,,,On time,On time
536108,337311,mobile,ended,-843.0,,,On time,On time
550548,331207,mobile,ended,-842.0,,,On time,On time
535081,316139,mobile,ended,-842.0,,,On time,On time
559648,399304,mobile,ended,-841.0,,,On time,On time
556434,377219,connect,ended,-840.0,,,On time,On time
557984,291982,mobile,ended,-839.0,,,On time,On time
562290,349171,connect,ended,-839.0,562874.0,420.0,On time,On time
561159,402803,mobile,ended,-839.0,,,On time,On time
553597,390509,connect,ended,-838.0,,,On time,On time
543860,289078,mobile,ended,-837.0,,,On time,On time
566310,407199,mobile,ended,-835.0,,,On time,On time
561071,412603,mobile,ended,-834.0,,,On time,On time
565665,340868,connect,ended,-832.0,,,On time,On time
558263,404377,mobile,ended,-830.0,,,On time,On time
560667,400689,mobile,ended,-829.0,,,On time,On time
542551,369493,mobile,ended,-829.0,,,On time,On time
557060,379751,connect,ended,-826.0,,,On time,On time
565782,357880,mobile,ended,-825.0,,,On time,On time
535195,365961,mobile,ended,-825.0,,,On time,On time
522217,180224,mobile,ended,-823.0,,,On time,On time
544722,366981,connect,ended,-822.0,,,On time,On time
536720,355949,mobile,ended,-816.0,,,On time,On time
549289,391618,connect,ended,-814.0,,,On time,On time
536634,336935,connect,ended,-813.0,,,On time,On time
549886,391747,mobile,ended,-813.0,,,On time,On time
565181,414681,mobile,ended,-812.0,,,On time,On time
541098,184127,mobile,ended,-810.0,,,On time,On time
528034,234840,mobile,ended,-808.0,,,On time,On time
567277,334323,mobile,ended,-806.0,,,On time,On time
531650,399199,mobile,ended,-806.0,,,On time,On time
568345,413351,mobile,ended,-804.0,,,On time,On time
545893,319225,connect,ended,-803.0,,,On time,On time
549383,346519,mobile,ended,-803.0,,,On time,On time
541311,383443,connect,ended,-802.0,,,On time,On time
550152,394058,mobile,ended,-802.0,,,On time,On time
526659,298248,mobile,ended,-801.0,,,On time,On time
548162,407838,mobile,ended,-799.0,,,On time,On time
539324,318033,mobile,ended,-797.0,,,On time,On time
541577,374360,connect,ended,-797.0,,,On time,On time
536048,399837,mobile,ended,-793.0,,,On time,On time
549012,321273,mobile,ended,-793.0,,,On time,On time
566422,219269,mobile,ended,-793.0,,,On time,On time
544249,407419,connect,ended,-788.0,,,On time,On time
550450,389348,mobile,ended,-787.0,,,On time,On time
559271,354494,mobile,ended,-785.0,,,On time,On time
546050,384479,mobile,ended,-778.0,,,On time,On time
552771,385131,connect,ended,-777.0,,,On time,On time
558560,373893,connect,ended,-775.0,,,On time,On time
564605,407676,mobile,ended,-772.0,,,On time,On time
547112,167786,mobile,ended,-771.0,,,On time,On time
567313,285241,connect,ended,-768.0,,,On time,On time
548121,225795,connect,ended,-767.0,,,On time,On time
561624,349019,mobile,ended,-764.0,,,On time,On time
544881,181134,mobile,ended,-763.0,,,On time,On time
529753,256932,mobile,ended,-761.0,,,On time,On time
561678,316678,connect,ended,-760.0,560439.0,180.0,On time,On time
531586,406831,mobile,ended,-752.0,,,On time,On time
568373,173598,connect,ended,-750.0,,,On time,On time
553796,272419,mobile,ended,-749.0,,,On time,On time
553433,391518,mobile,ended,-748.0,,,On time,On time
551220,409561,mobile,ended,-746.0,,,On time,On time
541483,407055,connect,ended,-746.0,,,On time,On time
526562,403863,mobile,ended,-746.0,,,On time,On time
559220,272430,connect,ended,-746.0,,,On time,On time
558893,402940,mobile,ended,-740.0,,,On time,On time
548278,362187,connect,ended,-732.0,,,On time,On time
552259,390907,mobile,ended,-732.0,,,On time,On time
563870,356630,mobile,ended,-731.0,,,On time,On time
551714,396183,mobile,ended,-729.0,,,On time,On time
538948,204797,mobile,ended,-724.0,,,On time,On time
534950,324940,mobile,ended,-723.0,,,On time,On time
553006,396791,connect,ended,-722.0,,,On time,On time
537097,389147,mobile,ended,-722.0,,,On time,On time
544455,346101,mobile,ended,-718.0,,,On time,On time
538453,242367,mobile,ended,-716.0,,,On time,On time
572173,376311,connect,ended,-715.0,,,On time,On time
528584,376109,mobile,ended,-713.0,,,On time,On time
555354,293910,mobile,ended,-713.0,,,On time,On time
559622,414421,mobile,ended,-713.0,,,On time,On time
543582,347660,connect,ended,-712.0,539424.0,420.0,On time,On time
559613,405140,mobile,ended,-710.0,,,On time,On time
562291,404133,connect,ended,-709.0,,,On time,On time
553964,381012,mobile,ended,-707.0,547734.0,720.0,On time,On time
574763,345701,mobile,ended,-701.0,,,On time,On time
550525,362191,mobile,ended,-701.0,,,On time,On time
564942,336171,mobile,ended,-699.0,,,On time,On time
546041,264513,mobile,ended,-694.0,,,On time,On time
562774,376605,connect,ended,-693.0,,,On time,On time
552861,404731,mobile,ended,-693.0,,,On time,On time
552512,410109,mobile,ended,-692.0,,,On time,On time
548279,317330,connect,ended,-692.0,,,On time,On time
553392,398152,connect,ended,-692.0,,,On time,On time
543798,293971,mobile,ended,-692.0,,,On time,On time
568489,159536,mobile,ended,-691.0,,,On time,On time
559404,373436,mobile,ended,-689.0,,,On time,On time
569781,363387,mobile,ended,-687.0,,,On time,On time
570153,159536,mobile,ended,-685.0,,,On time,On time
562814,383764,mobile,ended,-684.0,,,On time,On time
546434,323777,mobile,ended,-679.0,,,On time,On time
566272,389935,connect,ended,-678.0,,,On time,On time
554800,384657,connect,ended,-672.0,,,On time,On time
548372,322025,mobile,ended,-672.0,,,On time,On time
559382,314696,mobile,ended,-670.0,,,On time,On time
531296,393912,mobile,ended,-669.0,,,On time,On time
553053,203906,mobile,ended,-669.0,,,On time,On time
509972,200364,mobile,ended,-664.0,,,On time,On time
546275,394656,connect,ended,-663.0,,,On time,On time
537250,401673,mobile,ended,-663.0,,,On time,On time
567436,358480,mobile,ended,-661.0,,,On time,On time
545307,160061,mobile,ended,-660.0,,,On time,On time
570377,409238,mobile,ended,-659.0,,,On time,On time
536943,407296,mobile,ended,-655.0,,,On time,On time
535721,320907,mobile,ended,-653.0,,,On time,On time
547238,349678,connect,ended,-652.0,,,On time,On time
566661,390467,connect,ended,-651.0,569297.0,570.0,On time,On time
570627,396643,mobile,ended,-646.0,,,On time,On time
553874,376901,connect,ended,-643.0,,,On time,On time
559536,406062,connect,ended,-642.0,,,On time,On time
540375,361468,connect,ended,-641.0,,,On time,On time
552352,375220,mobile,ended,-639.0,,,On time,On time
551310,319886,connect,ended,-636.0,565483.0,510.0,On time,On time
559235,403270,mobile,ended,-635.0,,,On time,On time
556725,362187,connect,ended,-633.0,554183.0,210.0,On time,On time
551534,412028,mobile,ended,-631.0,,,On time,On time
559968,243817,mobile,ended,-630.0,,,On time,On time
519831,391193,mobile,ended,-629.0,,,On time,On time
568350,387318,mobile,ended,-626.0,,,On time,On time
561407,371665,mobile,ended,-626.0,,,On time,On time
557661,338243,connect,ended,-626.0,,,On time,On time
555533,405005,connect,ended,-625.0,,,On time,On time
573944,306539,mobile,ended,-620.0,,,On time,On time
539327,383720,connect,ended,-618.0,,,On time,On time
562908,370997,connect,ended,-614.0,,,On time,On time
565220,404345,mobile,ended,-610.0,,,On time,On time
536077,400591,mobile,ended,-609.0,,,On time,On time
552843,267350,mobile,ended,-608.0,,,On time,On time
560093,251447,connect,ended,-606.0,,,On time,On time
546386,373507,connect,ended,-605.0,,,On time,On time
531984,356106,connect,ended,-605.0,,,On time,On time
562096,370437,mobile,ended,-602.0,,,On time,On time
560099,356551,connect,ended,-601.0,,,On time,On time
565060,164713,mobile,ended,-600.0,,,On time,On time
571606,369648,connect,ended,-600.0,,,On time,On time
550287,311707,connect,ended,-600.0,,,On time,On time
551044,377364,mobile,ended,-599.0,,,On time,On time
566482,231736,mobile,ended,-598.0,,,On time,On time
566342,383443,connect,ended,-598.0,564616.0,480.0,On time,On time
563953,382302,connect,ended,-595.0,,,On time,On time
540562,230201,connect,ended,-594.0,539340.0,180.0,On time,On time
566973,349894,connect,ended,-592.0,563509.0,60.0,On time,On time
549585,290567,mobile,ended,-592.0,,,On time,On time
551296,340442,mobile,ended,-592.0,,,On time,On time
562888,398572,mobile,ended,-590.0,,,On time,On time
549457,407389,mobile,ended,-588.0,,,On time,On time
539703,400779,mobile,ended,-585.0,,,On time,On time
562176,405142,connect,ended,-584.0,,,On time,On time
541766,404130,connect,ended,-581.0,,,On time,On time
556648,332548,mobile,ended,-581.0,,,On time,On time
529556,341840,mobile,ended,-580.0,,,On time,On time
564510,367632,connect,ended,-579.0,563613.0,720.0,On time,On time
561309,351319,mobile,ended,-577.0,,,On time,On time
559621,407389,mobile,ended,-577.0,,,On time,On time
534820,373893,connect,ended,-576.0,,,On time,On time
550643,344272,mobile,ended,-574.0,,,On time,On time
550877,397965,mobile,ended,-572.0,,,On time,On time
538016,223160,connect,ended,-570.0,,,On time,On time
558137,352749,mobile,ended,-568.0,,,On time,On time
543190,369938,connect,ended,-567.0,,,On time,On time
567542,383384,mobile,ended,-563.0,,,On time,On time
565727,328816,mobile,ended,-561.0,,,On time,On time
527121,159533,connect,ended,-560.0,,,On time,On time
548484,370055,connect,ended,-556.0,,,On time,On time
562621,291717,mobile,ended,-555.0,,,On time,On time
571119,355444,connect,ended,-555.0,570983.0,150.0,On time,On time
567515,354816,mobile,ended,-553.0,,,On time,On time
531102,385003,connect,ended,-552.0,,,On time,On time
573393,353425,connect,ended,-551.0,,,On time,On time
545032,363918,mobile,ended,-549.0,,,On time,On time
547177,214635,connect,ended,-548.0,,,On time,On time
544897,246147,mobile,ended,-546.0,,,On time,On time
552544,341648,mobile,ended,-545.0,557072.0,330.0,On time,On time
538592,380833,mobile,ended,-544.0,,,On time,On time
538681,396268,mobile,ended,-543.0,,,On time,On time
564914,312078,connect,ended,-542.0,,,On time,On time
559542,391468,mobile,ended,-542.0,,,On time,On time
563019,414937,mobile,ended,-541.0,,,On time,On time
548050,300505,connect,ended,-538.0,541486.0,0.0,On time,On time
539451,355444,connect,ended,-536.0,,,On time,On time
557533,366844,mobile,ended,-536.0,,,On time,On time
546578,352528,connect,ended,-536.0,,,On time,On time
539720,381029,mobile,ended,-534.0,,,On time,On time
544321,346341,mobile,ended,-533.0,,,On time,On time
546489,352528,connect,ended,-533.0,546578.0,570.0,On time,On time
529195,303137,mobile,ended,-531.0,,,On time,On time
557914,256528,mobile,ended,-531.0,,,On time,On time
556764,402130,mobile,ended,-530.0,,,On time,On time
569829,316678,connect,ended,-529.0,,,On time,On time
543443,356551,connect,ended,-529.0,,,On time,On time
548451,359358,connect,ended,-524.0,,,On time,On time
549501,392776,mobile,ended,-524.0,,,On time,On time
547709,401870,connect,ended,-518.0,,,On time,On time
559059,407318,mobile,ended,-515.0,,,On time,On time
537995,406161,mobile,ended,-514.0,,,On time,On time
574013,401387,mobile,ended,-514.0,,,On time,On time
563279,349354,mobile,ended,-513.0,,,On time,On time
568530,371672,mobile,ended,-509.0,,,On time,On time
559460,306935,mobile,ended,-507.0,,,On time,On time
555754,385627,connect,ended,-507.0,,,On time,On time
543159,373902,mobile,ended,-506.0,,,On time,On time
561577,412455,mobile,ended,-505.0,,,On time,On time
537596,226355,connect,ended,-503.0,,,On time,On time
535185,401281,connect,ended,-500.0,,,On time,On time
567802,398023,mobile,ended,-497.0,,,On time,On time
560874,301301,connect,ended,-496.0,,,On time,On time
537224,407620,mobile,ended,-494.0,,,On time,On time
561815,349171,connect,ended,-493.0,,,On time,On time
563657,300781,mobile,ended,-492.0,,,On time,On time
538901,310553,connect,ended,-491.0,,,On time,On time
550069,368354,mobile,ended,-488.0,547423.0,90.0,On time,On time
563827,241021,connect,ended,-486.0,,,On time,On time
564926,385629,connect,ended,-484.0,,,On time,On time
545734,330619,mobile,ended,-484.0,,,On time,On time
544319,392368,connect,ended,-484.0,,,On time,On time
545265,387753,connect,ended,-483.0,546021.0,720.0,On time,On time
539766,173712,mobile,ended,-480.0,,,On time,On time
541621,401871,connect,ended,-480.0,,,On time,On time
536470,323095,mobile,ended,-477.0,,,On time,On time
551501,280227,connect,ended,-476.0,,,On time,On time
561876,405005,connect,ended,-476.0,,,On time,On time
548270,289901,connect,ended,-473.0,,,On time,On time
573372,375882,connect,ended,-472.0,,,On time,On time
551292,381914,mobile,ended,-472.0,,,On time,On time
541864,389998,mobile,ended,-471.0,,,On time,On time
546557,311923,connect,ended,-470.0,539744.0,240.0,On time,On time
560453,289496,connect,ended,-470.0,,,On time,On time
567020,216576,connect,ended,-470.0,563059.0,150.0,On time,On time
545438,393172,connect,ended,-467.0,,,On time,On time
545871,340616,connect,ended,-464.0,,,On time,On time
566831,384942,mobile,ended,-464.0,518025.0,720.0,On time,On time
552092,356610,mobile,ended,-459.0,,,On time,On time
540166,227119,connect,ended,-459.0,,,On time,On time
553791,303523,mobile,ended,-454.0,,,On time,On time
506514,364652,connect,ended,-452.0,,,On time,On time
569297,390467,connect,ended,-451.0,566704.0,150.0,On time,On time
546963,285007,mobile,ended,-449.0,,,On time,On time
564631,185552,mobile,ended,-449.0,,,On time,On time
556555,389728,mobile,ended,-447.0,,,On time,On time
566496,314326,mobile,ended,-444.0,,,On time,On time
556197,410958,mobile,ended,-444.0,,,On time,On time
552682,324821,connect,ended,-444.0,,,On time,On time
563003,310828,mobile,ended,-444.0,,,On time,On time
543597,279908,mobile,ended,-443.0,,,On time,On time
535478,172429,mobile,ended,-442.0,,,On time,On time
537667,200799,mobile,ended,-440.0,,,On time,On time
551349,347660,connect,ended,-439.0,,,On time,On time
575416,407819,mobile,ended,-439.0,,,On time,On time
525106,385721,connect,ended,-439.0,,,On time,On time
548606,314522,mobile,ended,-439.0,,,On time,On time
558051,404449,mobile,ended,-437.0,,,On time,On time
568620,384607,mobile,ended,-436.0,,,On time,On time
553563,403265,connect,ended,-435.0,,,On time,On time
563509,349894,connect,ended,-432.0,,,On time,On time
554605,265239,connect,ended,-431.0,551587.0,90.0,On time,On time
545372,202057,mobile,ended,-431.0,,,On time,On time
535428,347873,connect,ended,-430.0,,,On time,On time
556690,409906,mobile,ended,-428.0,,,On time,On time
542592,385131,connect,ended,-428.0,535537.0,120.0,On time,On time
535167,248091,mobile,ended,-428.0,,,On time,On time
544759,375307,mobile,ended,-427.0,,,On time,On time
554183,362187,connect,ended,-426.0,556500.0,180.0,On time,On time
567278,241021,connect,ended,-425.0,563925.0,240.0,On time,On time
549819,396009,connect,ended,-425.0,,,On time,On time
562837,225486,connect,ended,-424.0,,,On time,On time
555633,322110,mobile,ended,-423.0,,,On time,On time
567177,225795,connect,ended,-422.0,,,On time,On time
545418,411207,mobile,ended,-420.0,,,On time,On time
553222,390039,mobile,ended,-417.0,,,On time,On time
559610,173380,connect,ended,-416.0,,,On time,On time
553382,408408,mobile,ended,-416.0,,,On time,On time
558193,369247,mobile,ended,-414.0,,,On time,On time
559612,290851,mobile,ended,-414.0,,,On time,On time
566230,339993,mobile,ended,-414.0,555368.0,720.0,On time,On time
559147,291699,mobile,ended,-412.0,,,On time,On time
562515,396009,connect,ended,-412.0,,,On time,On time
563835,358082,connect,ended,-412.0,,,On time,On time
537708,355843,mobile,ended,-412.0,,,On time,On time
567396,373864,connect,ended,-412.0,,,On time,On time
550792,358856,mobile,ended,-411.0,,,On time,On time
544768,402528,connect,ended,-411.0,,,On time,On time
550233,344530,mobile,ended,-411.0,,,On time,On time
556015,372160,mobile,ended,-410.0,,,On time,On time
534623,376406,connect,ended,-410.0,,,On time,On time
563405,354515,mobile,ended,-410.0,,,On time,On time
542182,348450,mobile,ended,-410.0,,,On time,On time
559594,291932,connect,ended,-408.0,556581.0,150.0,On time,On time
548579,215286,mobile,ended,-407.0,,,On time,On time
526848,366983,connect,ended,-405.0,,,On time,On time
533880,373802,mobile,ended,-405.0,,,On time,On time
565896,354515,mobile,ended,-405.0,,,On time,On time
566334,401666,mobile,ended,-404.0,,,On time,On time
557587,295830,connect,ended,-404.0,563792.0,720.0,On time,On time
556654,298516,connect,ended,-402.0,,,On time,On time
553988,404791,mobile,ended,-402.0,557032.0,60.0,On time,On time
538422,248300,connect,ended,-400.0,,,On time,On time
538154,400631,mobile,ended,-398.0,,,On time,On time
563724,389931,mobile,ended,-397.0,,,On time,On time
567091,402989,connect,ended,-397.0,557053.0,60.0,On time,On time
559551,406625,connect,ended,-397.0,,,On time,On time
546750,299063,connect,ended,-393.0,,,On time,On time
546820,256528,connect,ended,-391.0,,,On time,On time
542148,348485,connect,ended,-390.0,,,On time,On time
573837,341119,connect,ended,-390.0,,,On time,On time
557201,362339,connect,ended,-390.0,,,On time,On time
574537,369648,connect,ended,-389.0,571606.0,120.0,On time,On time
560706,358982,connect,ended,-389.0,,,On time,On time
536023,403895,mobile,ended,-386.0,,,On time,On time
571074,348526,connect,ended,-386.0,,,On time,On time
539100,383945,mobile,ended,-384.0,,,On time,On time
562336,399528,connect,ended,-384.0,,,On time,On time
567902,322848,mobile,ended,-383.0,,,On time,On time
559959,376601,mobile,ended,-383.0,559138.0,60.0,On time,On time
559036,346486,mobile,ended,-381.0,,,On time,On time
547378,353999,mobile,ended,-381.0,,,On time,On time
568097,381728,mobile,ended,-381.0,,,On time,On time
537816,383925,mobile,ended,-377.0,,,On time,On time
542884,320481,mobile,ended,-377.0,,,On time,On time
542179,248272,mobile,ended,-376.0,,,On time,On time
565847,317683,mobile,ended,-376.0,,,On time,On time
547511,392327,mobile,ended,-376.0,,,On time,On time
522433,398897,mobile,ended,-375.0,,,On time,On time
574480,173061,connect,ended,-374.0,,,On time,On time
535709,330601,mobile,ended,-374.0,,,On time,On time
531457,376150,mobile,ended,-373.0,,,On time,On time
537360,367365,connect,ended,-370.0,543323.0,630.0,On time,On time
542347,379751,connect,ended,-370.0,,,On time,On time
528560,377119,connect,ended,-369.0,539582.0,120.0,On time,On time
541910,383720,connect,ended,-367.0,,,On time,On time
565502,399837,mobile,ended,-367.0,,,On time,On time
536371,245767,mobile,ended,-367.0,,,On time,On time
520824,396532,mobile,ended,-365.0,536007.0,90.0,On time,On time
549007,352730,mobile,ended,-365.0,,,On time,On time
546498,288973,mobile,ended,-363.0,,,On time,On time
562313,377591,connect,ended,-362.0,,,On time,On time
543736,241021,connect,ended,-361.0,540311.0,30.0,On time,On time
574106,394272,mobile,ended,-360.0,,,On time,On time
535841,389463,mobile,ended,-360.0,,,On time,On time
540546,347934,connect,ended,-359.0,,,On time,On time
547465,403863,mobile,ended,-359.0,,,On time,On time
544623,355843,mobile,ended,-359.0,,,On time,On time
